Sample in Buffer,Sample in Window,TRIGGER,Top_BD_i/xlslice_0_Dout_p1[15:0],Top_BD_i/xlslice_1_Dout[15:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_expected_angle[9:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_n_pulses[7:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_pulse_counter[7:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_mod_sin[15:0],Top_BD_i/AB_gen_stoneage_wrap_0_oup_mod_cos[15:0],Top_BD_i/cobros_stoneage_wrap_0_update,Top_BD_i/HAXI_interconnect_0_M_axi_awvalid,Top_BD_i/clk_wiz_1_clk_out4
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED,SIGNED,UNSIGNED,SIGNED,SIGNED,HEX,HEX,HEX
31481,31481,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31482,31482,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31483,31483,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31484,31484,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31485,31485,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31486,31486,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31487,31487,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31488,31488,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31489,31489,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31490,31490,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31491,31491,0,-31064,-8274,557,0,45,8469,7960,0,0,1
31492,31492,0,-31005,-8182,557,0,45,8469,7960,0,0,1
31493,31493,0,-31005,-8182,557,0,45,8469,7960,0,0,1
31494,31494,0,-31005,-8182,557,0,45,8469,7960,0,0,1
31495,31495,0,-31005,-8182,557,0,45,8469,7960,1,0,1
31496,31496,0,-31005,-8182,557,-1,43,8453,7871,0,0,1
31497,31497,0,-31005,-8182,557,-1,38,8453,7871,0,0,1
31498,31498,0,-31005,-8182,557,-1,33,8453,7871,0,0,1
31499,31499,0,-31005,-8182,557,-1,28,8453,7871,0,0,1
31500,31500,0,-31005,-8182,557,-1,23,8453,7871,0,0,1
31501,31501,0,-31005,-8182,557,-1,18,8453,7871,0,0,1
31502,31502,0,-31005,-8182,557,-1,13,8453,7871,0,0,1
31503,31503,0,-31005,-8182,557,-1,8,8453,7871,0,0,1
31504,31504,0,-31005,-8182,557,-1,3,8453,7871,0,0,1
31505,31505,0,-31005,-8182,556,-1,88,8453,7871,0,0,1
31506,31506,0,-31005,-8182,556,-1,83,8453,7871,0,0,1
31507,31507,0,-31005,-8182,556,-1,78,8453,7871,0,0,1
31508,31508,0,-31005,-8182,556,-1,73,8453,7871,0,0,1
31509,31509,0,-31005,-8182,556,-1,68,8453,7871,0,0,1
31510,31510,0,-31053,-8123,556,-1,63,8453,7871,0,0,1
31511,31511,0,-31053,-8123,556,-1,58,8453,7871,0,0,1
31512,31512,0,-31053,-8123,556,-1,53,8453,7871,0,0,1
31513,31513,0,-31053,-8123,556,-1,48,8453,7871,1,0,1
31514,31514,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31515,31515,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31516,31516,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31517,31517,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31518,31518,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31519,31519,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31520,31520,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31521,31521,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31522,31522,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31523,31523,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31524,31524,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31525,31525,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31526,31526,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31527,31527,0,-31053,-8123,556,0,45,8282,7828,0,0,1
31528,31528,0,-30999,-8094,556,0,45,8282,7828,0,0,1
31529,31529,0,-30999,-8094,556,0,45,8282,7828,0,0,1
31530,31530,0,-30999,-8094,556,0,45,8282,7828,0,0,1
31531,31531,0,-30999,-8094,556,0,45,8282,7828,1,0,1
31532,31532,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31533,31533,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31534,31534,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31535,31535,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31536,31536,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31537,31537,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31538,31538,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31539,31539,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31540,31540,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31541,31541,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31542,31542,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31543,31543,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31544,31544,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31545,31545,0,-30999,-8094,556,0,45,8268,7801,0,0,1
31546,31546,0,-30997,-8100,556,0,45,8268,7801,0,0,1
31547,31547,0,-30997,-8100,556,0,45,8268,7801,0,0,1
31548,31548,0,-30997,-8100,556,0,45,8268,7801,0,0,1
31549,31549,0,-30997,-8100,556,0,45,8268,7801,1,0,1
31550,31550,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31551,31551,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31552,31552,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31553,31553,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31554,31554,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31555,31555,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31556,31556,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31557,31557,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31558,31558,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31559,31559,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31560,31560,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31561,31561,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31562,31562,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31563,31563,0,-30997,-8100,556,0,45,8267,7806,0,0,1
31564,31564,0,-31054,-8067,556,0,45,8267,7806,0,0,1
31565,31565,0,-31054,-8067,556,0,45,8267,7806,0,0,1
31566,31566,0,-31054,-8067,556,0,45,8267,7806,0,0,1
31567,31567,0,-31054,-8067,556,0,45,8267,7806,1,0,1
31568,31568,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31569,31569,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31570,31570,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31571,31571,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31572,31572,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31573,31573,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31574,31574,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31575,31575,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31576,31576,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31577,31577,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31578,31578,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31579,31579,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31580,31580,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31581,31581,0,-31054,-8067,556,0,45,8282,7775,0,0,1
31582,31582,0,-31015,-7975,556,0,45,8282,7775,0,0,1
31583,31583,0,-31015,-7975,556,0,45,8282,7775,0,0,1
31584,31584,0,-31015,-7975,556,0,45,8282,7775,0,0,1
31585,31585,0,-31015,-7975,556,0,45,8282,7775,1,0,1
31586,31586,0,-31015,-7975,556,-1,43,8272,7686,0,0,1
31587,31587,0,-31015,-7975,556,-1,38,8272,7686,0,0,1
31588,31588,0,-31015,-7975,556,-1,33,8272,7686,0,0,1
31589,31589,0,-31015,-7975,556,-1,28,8272,7686,0,0,1
31590,31590,0,-31015,-7975,556,-1,23,8272,7686,0,0,1
31591,31591,0,-31015,-7975,556,-1,18,8272,7686,0,0,1
31592,31592,0,-31015,-7975,556,-1,13,8272,7686,0,0,1
31593,31593,0,-31015,-7975,556,-1,8,8272,7686,0,0,1
31594,31594,0,-31015,-7975,556,-1,3,8272,7686,0,0,1
31595,31595,0,-31015,-7975,555,-1,88,8272,7686,0,0,1
31596,31596,0,-31015,-7975,555,-1,83,8272,7686,0,0,1
31597,31597,0,-31015,-7975,555,-1,78,8272,7686,0,0,1
31598,31598,0,-31015,-7975,555,-1,73,8272,7686,0,0,1
31599,31599,0,-31015,-7975,555,-1,68,8272,7686,0,0,1
31600,31600,0,-31036,-7916,555,-1,63,8272,7686,0,0,1
31601,31601,0,-31036,-7916,555,-1,58,8272,7686,0,0,1
31602,31602,0,-31036,-7916,555,-1,53,8272,7686,0,0,1
31603,31603,0,-31036,-7916,555,-1,48,8272,7686,1,0,1
31604,31604,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31605,31605,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31606,31606,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31607,31607,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31608,31608,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31609,31609,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31610,31610,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31611,31611,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31612,31612,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31613,31613,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31614,31614,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31615,31615,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31616,31616,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31617,31617,0,-31036,-7916,555,0,45,8094,7642,0,0,1
31618,31618,0,-31108,-7874,555,0,45,8094,7642,0,0,1
31619,31619,0,-31108,-7874,555,0,45,8094,7642,0,0,1
31620,31620,0,-31108,-7874,555,0,45,8094,7642,0,0,1
31621,31621,0,-31108,-7874,555,0,45,8094,7642,1,0,1
31622,31622,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31623,31623,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31624,31624,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31625,31625,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31626,31626,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31627,31627,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31628,31628,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31629,31629,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31630,31630,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31631,31631,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31632,31632,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31633,31633,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31634,31634,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31635,31635,0,-31108,-7874,555,0,45,8113,7601,0,0,1
31636,31636,0,-31157,-7838,555,0,45,8113,7601,0,0,1
31637,31637,0,-31157,-7838,555,0,45,8113,7601,0,0,1
31638,31638,0,-31157,-7838,555,0,45,8113,7601,0,0,1
31639,31639,0,-31157,-7838,555,0,45,8113,7601,1,0,1
31640,31640,0,-31157,-7838,555,-1,43,8125,7566,0,0,1
31641,31641,0,-31157,-7838,555,-1,38,8125,7566,0,0,1
31642,31642,0,-31157,-7838,555,-1,33,8125,7566,0,0,1
31643,31643,0,-31157,-7838,555,-1,28,8125,7566,0,0,1
31644,31644,0,-31157,-7838,555,-1,23,8125,7566,0,0,1
31645,31645,0,-31157,-7838,555,-1,18,8125,7566,0,0,1
31646,31646,0,-31157,-7838,555,-1,13,8125,7566,0,0,1
31647,31647,0,-31157,-7838,555,-1,8,8125,7566,0,0,1
31648,31648,0,-31157,-7838,555,-1,3,8125,7566,0,0,1
31649,31649,0,-31157,-7838,554,-1,88,8125,7566,0,0,1
31650,31650,0,-31157,-7838,554,-1,83,8125,7566,0,0,1
31651,31651,0,-31157,-7838,554,-1,78,8125,7566,0,0,1
31652,31652,0,-31157,-7838,554,-1,73,8125,7566,0,0,1
31653,31653,0,-31157,-7838,554,-1,68,8125,7566,0,0,1
31654,31654,0,-31218,-7820,554,-1,63,8125,7566,0,0,1
31655,31655,0,-31218,-7820,554,-1,58,8125,7566,0,0,1
31656,31656,0,-31218,-7820,554,-1,53,8125,7566,0,0,1
31657,31657,0,-31218,-7820,554,-1,48,8125,7566,1,0,1
31658,31658,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31659,31659,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31660,31660,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31661,31661,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31662,31662,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31663,31663,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31664,31664,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31665,31665,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31666,31666,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31667,31667,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31668,31668,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31669,31669,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31670,31670,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31671,31671,0,-31218,-7820,554,0,45,7956,7561,0,0,1
31672,31672,0,-31284,-7769,554,0,45,7956,7561,0,0,1
31673,31673,0,-31284,-7769,554,0,45,7956,7561,0,0,1
31674,31674,0,-31284,-7769,554,0,45,7956,7561,0,0,1
31675,31675,0,-31284,-7769,554,0,45,7956,7561,1,0,1
31676,31676,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31677,31677,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31678,31678,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31679,31679,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31680,31680,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31681,31681,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31682,31682,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31683,31683,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31684,31684,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31685,31685,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31686,31686,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31687,31687,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31688,31688,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31689,31689,0,-31284,-7769,554,0,45,7973,7512,0,0,1
31690,31690,0,-31314,-7719,554,0,45,7973,7512,0,0,1
31691,31691,0,-31314,-7719,554,0,45,7973,7512,0,0,1
31692,31692,0,-31314,-7719,554,0,45,7973,7512,0,0,1
31693,31693,0,-31314,-7719,554,0,45,7973,7512,1,0,1
31694,31694,0,-31314,-7719,554,-1,43,7981,7464,0,0,1
31695,31695,0,-31314,-7719,554,-1,38,7981,7464,0,0,1
31696,31696,0,-31314,-7719,554,-1,33,7981,7464,0,0,1
31697,31697,0,-31314,-7719,554,-1,28,7981,7464,0,0,1
31698,31698,0,-31314,-7719,554,-1,23,7981,7464,0,0,1
31699,31699,0,-31314,-7719,554,-1,18,7981,7464,0,0,1
31700,31700,0,-31314,-7719,554,-1,13,7981,7464,0,0,1
31701,31701,0,-31314,-7719,554,-1,8,7981,7464,0,0,1
31702,31702,0,-31314,-7719,554,-1,3,7981,7464,0,0,1
31703,31703,0,-31314,-7719,553,-1,88,7981,7464,0,0,1
31704,31704,0,-31314,-7719,553,-1,83,7981,7464,0,0,1
31705,31705,0,-31314,-7719,553,-1,78,7981,7464,0,0,1
31706,31706,0,-31314,-7719,553,-1,73,7981,7464,0,0,1
31707,31707,0,-31314,-7719,553,-1,68,7981,7464,0,0,1
31708,31708,0,-31169,-7638,553,-1,63,7981,7464,0,0,1
31709,31709,0,-31169,-7638,553,-1,58,7981,7464,0,0,1
31710,31710,0,-31169,-7638,553,-1,53,7981,7464,0,0,1
31711,31711,0,-31169,-7638,553,-1,48,7981,7464,1,0,1
31712,31712,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31713,31713,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31714,31714,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31715,31715,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31716,31716,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31717,31717,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31718,31718,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31719,31719,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31720,31720,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31721,31721,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31722,31722,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31723,31723,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31724,31724,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31725,31725,0,-31169,-7638,553,0,45,7758,7397,0,0,1
31726,31726,0,-31001,-7427,553,0,45,7758,7397,0,0,1
31727,31727,0,-31001,-7427,553,0,45,7758,7397,0,0,1
31728,31728,0,-31001,-7427,553,0,45,7758,7397,0,0,1
31729,31729,0,-31001,-7427,553,0,45,7758,7397,1,0,1
31730,31730,0,-31001,-7427,553,-1,43,7716,7193,0,0,1
31731,31731,0,-31001,-7427,553,-1,38,7716,7193,0,0,1
31732,31732,0,-31001,-7427,553,-1,33,7716,7193,0,0,1
31733,31733,0,-31001,-7427,553,-1,28,7716,7193,0,0,1
31734,31734,0,-31001,-7427,553,-1,23,7716,7193,0,0,1
31735,31735,0,-31001,-7427,553,-1,18,7716,7193,0,0,1
31736,31736,0,-31001,-7427,553,-1,13,7716,7193,0,0,1
31737,31737,0,-31001,-7427,553,-1,8,7716,7193,0,0,1
31738,31738,0,-31001,-7427,553,-1,3,7716,7193,0,0,1
31739,31739,0,-31001,-7427,552,-1,88,7716,7193,0,0,1
31740,31740,0,-31001,-7427,552,-1,83,7716,7193,0,0,1
31741,31741,0,-31001,-7427,552,-1,78,7716,7193,0,0,1
31742,31742,0,-31001,-7427,552,-1,73,7716,7193,0,0,1
31743,31743,0,-31001,-7427,552,-1,68,7716,7193,0,0,1
31744,31744,0,-31373,-7528,552,-1,63,7716,7193,0,0,1
31745,31745,0,-31373,-7528,552,-1,58,7716,7193,0,0,1
31746,31746,0,-31373,-7528,552,-1,53,7716,7193,0,0,1
31747,31747,0,-31373,-7528,552,-1,48,7716,7193,1,0,1
31748,31748,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31749,31749,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31750,31750,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31751,31751,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31752,31752,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31753,31753,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31754,31754,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31755,31755,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31756,31756,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31757,31757,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31758,31758,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31759,31759,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31760,31760,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31761,31761,0,-31373,-7528,552,0,45,7623,7302,0,0,1
31762,31762,0,-31230,-7506,552,0,45,7623,7302,0,0,1
31763,31763,0,-31230,-7506,552,0,45,7623,7302,0,0,1
31764,31764,0,-31230,-7506,552,0,45,7623,7302,0,0,1
31765,31765,0,-31230,-7506,552,0,45,7623,7302,1,0,1
31766,31766,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31767,31767,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31768,31768,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31769,31769,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31770,31770,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31771,31771,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31772,31772,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31773,31773,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31774,31774,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31775,31775,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31776,31776,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31777,31777,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31778,31778,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31779,31779,0,-31230,-7506,552,0,45,7588,7281,0,0,1
31780,31780,0,-31259,-7461,552,0,45,7588,7281,0,0,1
31781,31781,0,-31259,-7461,552,0,45,7588,7281,0,0,1
31782,31782,0,-31259,-7461,552,0,45,7588,7281,0,0,1
31783,31783,0,-31259,-7461,552,0,45,7588,7281,1,0,1
31784,31784,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31785,31785,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31786,31786,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31787,31787,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31788,31788,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31789,31789,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31790,31790,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31791,31791,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31792,31792,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31793,31793,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31794,31794,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31795,31795,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31796,31796,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31797,31797,0,-31259,-7461,552,0,45,7595,7237,0,0,1
31798,31798,0,-32651,-7836,552,0,45,7595,7237,0,0,1
31799,31799,0,-32651,-7836,552,0,45,7595,7237,0,0,1
31800,31800,0,-32651,-7836,552,0,45,7595,7237,0,0,1
31801,31801,0,-32651,-7836,552,0,45,7595,7237,1,0,1
31802,31802,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31803,31803,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31804,31804,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31805,31805,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31806,31806,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31807,31807,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31808,31808,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31809,31809,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31810,31810,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31811,31811,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31812,31812,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31813,31813,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31814,31814,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31815,31815,0,-32651,-7836,552,0,45,7933,7601,0,0,1
31816,31816,0,-31101,-7282,552,0,45,7933,7601,0,0,1
31817,31817,0,-31101,-7282,552,0,45,7933,7601,0,0,1
31818,31818,0,-31101,-7282,552,0,45,7933,7601,0,0,1
31819,31819,0,-31101,-7282,552,0,45,7933,7601,1,0,1
31820,31820,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31821,31821,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31822,31822,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31823,31823,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31824,31824,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31825,31825,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31826,31826,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31827,31827,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31828,31828,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31829,31829,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31830,31830,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31831,31831,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31832,31832,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31833,31833,0,-31101,-7282,552,0,45,7556,7063,0,0,1
31834,31834,0,-31105,-7296,552,0,45,7556,7063,0,0,1
31835,31835,0,-31105,-7296,552,0,45,7556,7063,0,0,1
31836,31836,0,-31105,-7296,552,0,45,7556,7063,0,0,1
31837,31837,0,-31105,-7296,552,0,45,7556,7063,1,0,1
31838,31838,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31839,31839,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31840,31840,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31841,31841,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31842,31842,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31843,31843,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31844,31844,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31845,31845,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31846,31846,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31847,31847,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31848,31848,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31849,31849,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31850,31850,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31851,31851,0,-31105,-7296,552,0,45,7557,7077,0,0,1
31852,31852,0,-31188,-7228,552,0,45,7557,7077,0,0,1
31853,31853,0,-31188,-7228,552,0,45,7557,7077,0,0,1
31854,31854,0,-31188,-7228,552,0,45,7557,7077,0,0,1
31855,31855,0,-31188,-7228,552,0,45,7557,7077,1,0,1
31856,31856,0,-31188,-7228,552,-1,43,7578,7011,0,0,1
31857,31857,0,-31188,-7228,552,-1,38,7578,7011,0,0,1
31858,31858,0,-31188,-7228,552,-1,33,7578,7011,0,0,1
31859,31859,0,-31188,-7228,552,-1,28,7578,7011,0,0,1
31860,31860,0,-31188,-7228,552,-1,23,7578,7011,0,0,1
31861,31861,0,-31188,-7228,552,-1,18,7578,7011,0,0,1
31862,31862,0,-31188,-7228,552,-1,13,7578,7011,0,0,1
31863,31863,0,-31188,-7228,552,-1,8,7578,7011,0,0,1
31864,31864,0,-31188,-7228,552,-1,3,7578,7011,0,0,1
31865,31865,0,-31188,-7228,551,-1,88,7578,7011,0,0,1
31866,31866,0,-31188,-7228,551,-1,83,7578,7011,0,0,1
31867,31867,0,-31188,-7228,551,-1,78,7578,7011,0,0,1
31868,31868,0,-31188,-7228,551,-1,73,7578,7011,0,0,1
31869,31869,0,-31188,-7228,551,-1,68,7578,7011,0,0,1
31870,31870,0,-31254,-7228,551,-1,63,7578,7011,0,0,1
31871,31871,0,-31254,-7228,551,-1,58,7578,7011,0,0,1
31872,31872,0,-31254,-7228,551,-1,53,7578,7011,0,0,1
31873,31873,0,-31254,-7228,551,-1,48,7578,7011,1,0,1
31874,31874,0,-31254,-7228,551,0,45,7407,7021,0,0,1
31875,31875,0,-31254,-7228,551,0,45,7407,7021,0,0,1
31876,31876,0,-31254,-7228,551,0,45,7407,7021,0,0,1
